Date,Received Quantity,Received Currency,Sent Quantity,Sent Currency,Fee Amount,Fee Currency,Tag
03/06/2026 15:11:46,,,0.29097062,BTC,0.00000836,BTC,transfer
03/04/2026 16:15:30,0.2689553,BTC,19262.55,USD,0.00002406,BTC,buy
02/11/2026 04:34:51,,,0.30000564,BTC,0.00000564,BTC,transfer
02/06/2026 13:39:08,0.46788365,BTC,31128.19,USD,0.00001991,BTC,buy
02/06/2026 03:28:05,,,0.50001881,BTC,0.00001881,BTC,transfer
02/06/2026 01:19:42,0.58604194,BTC,38989.24,USD,0.0000671,BTC,buy
02/04/2026 22:45:06,,,0.50001035,BTC,0.00001035,BTC,transfer
01/31/2026 23:50:46,0.15880496,BTC,12865.49,USD,0.00001578,BTC,buy
01/31/2026 18:23:29,,,0.20001045,BTC,0.00001045,BTC,transfer
11/12/2025 00:17:26,,,0.00100564,BTC,0.00000564,BTC,transfer
06/19/2025 22:57:57,,,0.00101045,BTC,0.00001045,BTC,transfer
06/18/2025 18:19:58,0.24245812,BTC,25388.84,USD,0.00004482,BTC,buy
06/17/2025 16:19:44,0.5,BTC,52781.21,USD,0.00004594,BTC,buy
06/17/2025 16:06:51,0.2,BTC,21112.48,USD,0.00005003,BTC,buy
06/17/2025 15:57:27,0.1,BTC,10556.24,USD,0.00004913,BTC,buy
06/17/2025 15:34:20,0.0009573,BTC,101.05,USD,0.00006462,BTC,buy
06/09/2025 15:50:41,0.001,BTC,107.69,USD,0.00002213,BTC,buy
10/08/2025 17:22:11,0.000001,XRP,,,0.000011,XRP,buy
10/08/2025 17:21:51,,,4400.00001,XRP,0.00001,XRP,transfer
10/08/2025 17:20:00,0.000001,XRP,,,0.000011,XRP,buy
10/08/2025 17:19:40,,,9.00001,XRP,0.00001,XRP,transfer
08/11/2025 00:40:42,0.000001,XRP,,,0.000011,XRP,buy
08/11/2025 00:40:22,999.99996,XRP,3218.58,USD,0.00002,XRP,buy
06/23/2025 06:43:10,0.000001,XRP,,,0.000011,XRP,buy
06/22/2025 13:47:20,0.000001,XRP,,,0.000011,XRP,buy
06/13/2025 22:17:50,0.000001,XRP,,,0.000011,XRP,buy
06/09/2025 06:15:10,0.000001,XRP,,,0.000011,XRP,buy
06/05/2025 14:51:41,0.000001,XRP,,,0.000011,XRP,buy
06/05/2025 14:51:20,13854.682377,XRP,30322.00,USD,0.00002,XRP,buy
06/05/2025 14:49:20,0.000001,XRP,,,0.000011,XRP,buy
06/05/2025 14:48:52,45.317563,XRP,99.18,USD,0.00002,XRP,buy
05/29/2025 22:28:50,0.000001,XRP,,,0.000011,XRP,buy
05/29/2025 22:28:30,10000,XRP,22843.23,USD,0.00002,XRP,buy
05/29/2025 22:26:51,0.000001,XRP,,,0.000011,XRP,buy
05/29/2025 22:26:31,100,XRP,228.43,USD,0.00002,XRP,buy
01/10/2026 19:30:42,0.0000001,XLM,,,0.001,XLM,buy
01/10/2026 19:30:31,0.0000001,XLM,,,0.001,XLM,buy
01/10/2026 19:24:01,0.0000001,XLM,,,0.001,XLM,buy
01/08/2026 13:16:26,0.0000001,XLM,,,0.001,XLM,buy
01/05/2026 17:14:28,0.0000001,XLM,,,0.001,XLM,buy
01/04/2026 04:28:07,0.0000001,XLM,,,0.001,XLM,buy
01/03/2026 14:06:37,0.0000001,XLM,,,0.001,XLM,buy
01/03/2026 08:33:56,0.0000001,XLM,,,0.001,XLM,buy
01/02/2026 20:54:54,0.0000001,XLM,,,0.001,XLM,buy
12/31/2025 10:00:49,0.0000001,XLM,,,0.001,XLM,buy
12/21/2025 03:05:14,0.0000001,XLM,,,0.001,XLM,buy
12/20/2025 20:21:49,0.0000001,XLM,,,0.001,XLM,buy
12/20/2025 12:18:23,0.0000001,XLM,,,0.001,XLM,buy
12/19/2025 14:47:19,0.0000001,XLM,,,0.001,XLM,buy
12/19/2025 12:32:32,0.0000001,XLM,,,0.001,XLM,buy
12/19/2025 10:14:53,0.0000001,XLM,,,0.001,XLM,buy
12/17/2025 22:11:42,0.0000001,XLM,,,0.001,XLM,buy
12/17/2025 22:05:01,0.0000001,XLM,,,0.001,XLM,buy
12/17/2025 17:11:03,0.0000001,XLM,,,0.001,XLM,buy
12/16/2025 21:10:37,0.0000001,XLM,,,0.001,XLM,buy
12/16/2025 16:53:09,0.0000001,XLM,,,0.001,XLM,buy
12/15/2025 20:57:58,0.0000001,XLM,,,0.001,XLM,buy
12/07/2025 11:18:01,0.0000001,XLM,,,0.0009,XLM,buy
12/01/2025 03:59:01,0.0000001,XLM,,,0.0009,XLM,buy
11/24/2025 13:17:45,0.0000001,XLM,,,0.001,XLM,buy
11/23/2025 21:31:18,0.0000001,XLM,,,0.001,XLM,buy
11/16/2025 22:06:24,0.0000001,XLM,,,0.001,XLM,buy
11/15/2025 21:56:14,0.0000001,XLM,,,0.001,XLM,buy
11/14/2025 21:39:22,0.0000001,XLM,,,0.001,XLM,buy
11/13/2025 21:42:21,0.0000001,XLM,,,0.001,XLM,buy
11/13/2025 08:21:37,0.0000001,XLM,,,0.001,XLM,buy
11/12/2025 19:20:58,0.0000001,XLM,,,0.001,XLM,buy
11/12/2025 07:55:19,0.0000001,XLM,,,0.001,XLM,buy
11/11/2025 18:26:41,0.0000001,XLM,,,0.001,XLM,buy
11/10/2025 17:54:14,0.0000001,XLM,,,0.001,XLM,buy
11/08/2025 17:35:42,0.0000001,XLM,,,0.001,XLM,buy
11/07/2025 15:56:58,0.0000001,XLM,,,0.001,XLM,buy
11/05/2025 19:46:36,0.0000001,XLM,,,0.001,XLM,buy
11/04/2025 19:05:51,0.0000001,XLM,,,0.001,XLM,buy
11/04/2025 01:30:58,0.0000001,XLM,,,0.001,XLM,buy
11/02/2025 20:49:10,0.0000001,XLM,,,0.0009,XLM,buy
10/29/2025 08:05:06,0.0000001,XLM,,,0.0009,XLM,buy
10/28/2025 10:36:20,0.0000001,XLM,,,0.0009,XLM,buy
10/26/2025 13:01:53,0.0000001,XLM,,,0.0009,XLM,buy
10/23/2025 22:18:42,0.0000001,XLM,,,0.0009,XLM,buy
10/23/2025 13:45:18,0.0000001,XLM,,,0.001,XLM,buy
10/22/2025 15:15:14,0.0000001,XLM,,,0.001,XLM,buy
10/21/2025 07:03:46,0.0000001,XLM,,,0.0009,XLM,buy
10/20/2025 20:46:20,0.0000001,XLM,,,0.001,XLM,buy
10/20/2025 05:30:37,0.0000001,XLM,,,0.001,XLM,buy
10/19/2025 12:10:20,0.0000001,XLM,,,0.001,XLM,buy
10/18/2025 13:22:48,0.0000001,XLM,,,0.001,XLM,buy
10/16/2025 16:38:12,0.0000001,XLM,,,0.001,XLM,buy
10/13/2025 17:23:25,0.0000001,XLM,,,0.0009,XLM,buy
10/11/2025 08:41:27,0.0000001,XLM,,,0.0009,XLM,buy
10/08/2025 18:12:02,0.001,XLM,,,0.00001,XLM,buy
10/08/2025 18:11:45,,,27800.00001,XLM,0.00001,XLM,transfer
10/08/2025 18:10:46,0.001,XLM,,,0.00001,XLM,buy
10/08/2025 18:10:29,,,100.00001,XLM,0.00001,XLM,transfer
10/07/2025 04:00:24,0.0000001,XLM,,,0.0009,XLM,buy
10/06/2025 19:45:49,0.0000001,XLM,,,0.001,XLM,buy
10/05/2025 21:10:38,0.0000001,XLM,,,0.0009,XLM,buy
10/05/2025 19:26:54,0.0000001,XLM,,,0.001,XLM,buy
10/05/2025 04:13:38,0.0000001,XLM,,,0.001,XLM,buy
10/04/2025 16:15:12,0.0000001,XLM,,,0.001,XLM,buy
10/04/2025 00:54:51,0.0000001,XLM,,,0.001,XLM,buy
10/03/2025 14:27:12,0.0000001,XLM,,,0.001,XLM,buy
10/03/2025 09:38:39,0.0000001,XLM,,,0.0009,XLM,buy
10/02/2025 13:37:37,0.0000001,XLM,,,0.001,XLM,buy
10/02/2025 02:34:54,0.0000001,XLM,,,0.0009,XLM,buy
10/02/2025 01:38:30,0.0000001,XLM,,,0.001,XLM,buy
10/01/2025 17:20:17,0.0000001,XLM,,,0.001,XLM,buy
09/30/2025 23:30:09,0.0000001,XLM,,,0.001,XLM,buy
09/30/2025 14:27:28,0.0000001,XLM,,,0.001,XLM,buy
09/29/2025 22:39:54,0.0000001,XLM,,,0.001,XLM,buy
09/29/2025 20:12:55,0.0000001,XLM,,,0.001,XLM,buy
09/28/2025 22:42:22,0.0000001,XLM,,,0.001,XLM,buy
09/28/2025 14:24:16,0.0000001,XLM,,,0.001,XLM,buy
09/28/2025 13:34:15,0.0000001,XLM,,,0.001,XLM,buy
09/27/2025 12:35:03,0.0000001,XLM,,,0.001,XLM,buy
09/26/2025 16:45:23,0.0000001,XLM,,,0.001,XLM,buy
09/26/2025 14:27:33,0.0000001,XLM,,,0.0009,XLM,buy
09/26/2025 04:33:54,0.0000001,XLM,,,0.001,XLM,buy
09/25/2025 15:41:28,0.0000001,XLM,,,0.001,XLM,buy
09/24/2025 21:10:37,0.0000001,XLM,,,0.001,XLM,buy
09/23/2025 10:26:08,0.0000001,XLM,,,0.001,XLM,buy
09/22/2025 12:17:29,0.0000001,XLM,,,0.001,XLM,buy
09/21/2025 15:22:45,0.0000001,XLM,,,0.001,XLM,buy
09/20/2025 22:01:39,0.0000001,XLM,,,0.001,XLM,buy
09/20/2025 06:30:24,0.0000001,XLM,,,0.001,XLM,buy
09/19/2025 21:16:13,0.0000001,XLM,,,0.001,XLM,buy
09/18/2025 22:26:04,0.0000001,XLM,,,0.001,XLM,buy
09/18/2025 02:41:00,0.0000001,XLM,,,0.001,XLM,buy
09/17/2025 11:31:10,0.0000001,XLM,,,0.001,XLM,buy
09/08/2025 22:25:46,0.0000001,XLM,,,0.001,XLM,buy
09/07/2025 17:09:30,0.0000001,XLM,,,0.001,XLM,buy
09/04/2025 09:13:21,0.0000001,XLM,,,0.001,XLM,buy
09/03/2025 02:34:57,0.0000001,XLM,,,0.001,XLM,buy
09/01/2025 19:06:51,0.0000001,XLM,,,0.001,XLM,buy
08/31/2025 22:57:02,0.0000001,XLM,,,0.001,XLM,buy
08/31/2025 07:55:51,0.0000001,XLM,,,0.001,XLM,buy
08/30/2025 13:09:20,0.0000001,XLM,,,0.001,XLM,buy
08/29/2025 05:24:49,0.0000001,XLM,,,0.001,XLM,buy
08/27/2025 13:41:07,0.0000001,XLM,,,0.001,XLM,buy
08/25/2025 21:21:57,0.0000001,XLM,,,0.001,XLM,buy
08/24/2025 13:19:09,0.0000001,XLM,,,0.001,XLM,buy
08/23/2025 11:05:42,0.0000001,XLM,,,0.001,XLM,buy
08/22/2025 12:22:56,0.0000001,XLM,,,0.001,XLM,buy
08/15/2025 00:23:12,0.0000001,XLM,,,0.001,XLM,buy
08/14/2025 13:00:50,0.0000001,XLM,,,0.001,XLM,buy
08/13/2025 20:46:55,0.0000001,XLM,,,0.001,XLM,buy
08/13/2025 09:45:22,0.0000001,XLM,,,0.001,XLM,buy
08/12/2025 23:19:45,0.0000001,XLM,,,0.001,XLM,buy
08/12/2025 19:39:57,0.0000001,XLM,,,0.001,XLM,buy
08/11/2025 22:03:45,0.0000001,XLM,,,0.001,XLM,buy
08/10/2025 20:49:29,0.0000001,XLM,,,0.001,XLM,buy
08/10/2025 08:57:53,0.0000001,XLM,,,0.001,XLM,buy
08/09/2025 22:05:01,0.0000001,XLM,,,0.001,XLM,buy
08/09/2025 08:58:23,0.0000001,XLM,,,0.001,XLM,buy
08/08/2025 18:34:31,0.0000001,XLM,,,0.001,XLM,buy
08/08/2025 06:01:23,0.0000001,XLM,,,0.001,XLM,buy
08/07/2025 17:41:49,0.0000001,XLM,,,0.001,XLM,buy
08/06/2025 11:00:55,0.0000001,XLM,,,0.001,XLM,buy
08/05/2025 19:29:57,0.0000001,XLM,,,0.001,XLM,buy
08/05/2025 03:25:31,0.0000001,XLM,,,0.001,XLM,buy
08/04/2025 07:25:02,0.0000001,XLM,,,0.001,XLM,buy
08/03/2025 12:05:14,0.0000001,XLM,,,0.001,XLM,buy
08/02/2025 16:21:46,0.0000001,XLM,,,0.001,XLM,buy
08/01/2025 15:58:02,0.0000001,XLM,,,0.001,XLM,buy
07/28/2025 11:30:04,0.0000001,XLM,,,0.001,XLM,buy
07/27/2025 23:15:19,0.0000001,XLM,,,0.001,XLM,buy
07/27/2025 02:03:45,0.0000001,XLM,,,0.001,XLM,buy
07/26/2025 15:47:40,0.0000001,XLM,,,0.001,XLM,buy
07/25/2025 20:33:40,0.0000001,XLM,,,0.001,XLM,buy
07/08/2025 11:23:44,0.0000001,XLM,,,0.001,XLM,buy
07/07/2025 21:12:20,0.0000001,XLM,,,0.001,XLM,buy
07/07/2025 09:53:58,0.0000001,XLM,,,0.001,XLM,buy
07/06/2025 21:00:56,0.0000001,XLM,,,0.001,XLM,buy
07/04/2025 06:25:11,0.0000001,XLM,,,0.001,XLM,buy
07/03/2025 19:02:54,0.0000001,XLM,,,0.001,XLM,buy
07/02/2025 20:04:24,0.0000001,XLM,,,0.001,XLM,buy
07/02/2025 05:25:44,0.0000001,XLM,,,0.001,XLM,buy
07/01/2025 18:25:40,0.0000001,XLM,,,0.001,XLM,buy
07/01/2025 02:26:01,0.0000001,XLM,,,0.001,XLM,buy
06/30/2025 13:34:31,0.0000001,XLM,,,0.001,XLM,buy
06/29/2025 16:48:14,0.0000001,XLM,,,0.001,XLM,buy
06/28/2025 22:49:31,0.0000001,XLM,,,0.001,XLM,buy
06/21/2025 04:48:35,0.0000001,XLM,,,0.001,XLM,buy
06/18/2025 02:33:06,0.0000001,XLM,,,0.001,XLM,buy
06/17/2025 01:49:21,0.0000001,XLM,,,0.001,XLM,buy
06/15/2025 14:28:12,0.0000001,XLM,,,0.001,XLM,buy
06/15/2025 03:06:39,0.0000001,XLM,,,0.001,XLM,buy
06/14/2025 18:09:31,0.0000001,XLM,,,0.001,XLM,buy
06/14/2025 07:16:53,0.0000001,XLM,,,0.001,XLM,buy
06/13/2025 19:37:03,0.0000001,XLM,,,0.001,XLM,buy
06/13/2025 10:26:20,0.0000001,XLM,,,0.001,XLM,buy
06/13/2025 05:24:05,0.0000001,XLM,,,0.001,XLM,buy
06/12/2025 19:11:06,0.0000001,XLM,,,0.001,XLM,buy
06/05/2025 14:58:13,82197.241435,XLM,21751.32,USD,0.00001,XLM,buy
06/05/2025 14:55:15,109,XLM,28.84,USD,0.00001,XLM,buy
05/22/2025 19:03:26,50000,XLM,15043.53,USD,0.00001,XLM,buy
05/22/2025 19:01:46,328.8629891,XLM,98.94,USD,0.00001,XLM,buy
09/17/2025 17:01:00,4103.45,VET,99.96,USD,0.21,VET,buy
09/17/2025 16:58:50,999.95,VET,24.36,USD,0.21,VET,buy
09/17/2025 16:51:00,8079.87380837,VET,196.83,USD,0.21,VET,buy
09/17/2025 16:47:50,81.92747922,VET,1.99,USD,0.21,VET,buy
06/19/2025 22:46:37,275.603324,ADA,165.36,USD,0.171397,ADA,buy
02/15/2024 23:11:00,234.1,DOGE,20.09,USD,1.43,DOGE,buy
03/06/2026 15:27:10,0.0000001,BNB,,,0.00000105,BNB,buy
03/06/2026 15:25:18,0,BNB,,,0.00000105,BNB,buy
03/04/2026 16:25:54,0.0000001,BNB,,,0.00000105,BNB,buy
03/04/2026 15:54:26,0,BNB,,,0.0000011,BNB,buy
03/04/2026 15:54:21,,,,,0.0000026,BNB,
02/06/2026 13:04:45,0,BNB,,,0.0000011,BNB,buy
02/06/2026 13:04:41,,,,,0.0000031,BNB,
02/06/2026 03:24:18,0,BNB,,,0.0000021,BNB,buy
02/06/2026 01:09:06,0,BNB,,,0.0000011,BNB,buy
02/06/2026 01:09:02,,,,,0.00000258,BNB,
02/02/2026 12:33:14,0,BNB,,,0.00000105,BNB,buy
01/31/2026 23:36:17,,,,,0.00000268,BNB,
01/31/2026 18:39:23,0,BNB,,,0.0000021,BNB,buy
11/21/2025 12:41:29,0.03065604,BNB,25.34,USD,0.00000105,BNB,buy
03/06/2026 15:25:15,19568.41528463,USDT,19568.21,USD,,,buy
03/04/2026 17:11:33,0.00001,USDT,,,,,buy
03/04/2026 17:10:23,0.00001,USDT,,,,,buy
03/04/2026 15:54:28,0.00001,USDT,,,,,buy
03/04/2026 15:54:26,0.00019969,USDT,,,,,buy
03/04/2026 15:54:21,,,19968.85798925,USDT,,,transfer
02/11/2026 04:44:33,19968.85798925,USDT,19957.41,USD,,,buy
02/06/2026 13:04:41,,,31739.09702147,USDT,,,transfer
02/06/2026 03:24:15,31739.09702147,USDT,31711.21,USD,,,buy
02/06/2026 01:09:02,,,38475.22703577,USDT,,,transfer
02/04/2026 22:54:39,35850.25934281,USDT,35797.49,USD,,,buy
02/02/2026 12:33:12,0.00012756,USDT,,,,,buy
02/01/2026 04:36:23,0.00012756,USDT,,,,,buy
02/01/2026 02:22:01,0.00001276,USDT,,,,,buy
01/31/2026 23:38:57,0.00001,USDT,,,,,buy
01/31/2026 23:38:05,0.00001276,USDT,,,,,buy
01/31/2026 23:36:22,0.00012756,USDT,,,,,buy
01/31/2026 23:36:17,,,12756,USDT,,,transfer
01/31/2026 18:39:21,15380.96727477,USDT,15358.20,USD,,,buy
01/27/2025 16:52:38,,,0.00436689,BNB,0.00071314,BNB,transfer
01/27/2025 16:52:38,0.00003618,BNB,0.02,USD,,,buy
01/27/2025 16:44:02,,,,,0.00008649,BNB,
01/27/2025 16:27:05,,,,,0.00010351,BNB,
01/27/2025 16:14:23,,,,,0.00045232,BNB,
01/27/2025 16:14:23,0.02051488,BNB,13.54,USD,,,buy
01/27/2025 16:14:02,,,,,0.00004651,BNB,
01/27/2025 16:10:23,,,0.00435717,BNB,0.00071318,BNB,transfer
01/27/2025 16:10:23,0.00003816,BNB,0.02,USD,,,buy
01/27/2025 16:10:08,,,,,0.00015497,BNB,
01/27/2025 16:07:50,,,0.00435803,BNB,0.00071314,BNB,transfer
01/27/2025 16:07:50,0.00003666,BNB,0.02,USD,,,buy
01/27/2025 16:07:20,,,,,0.00015497,BNB,
01/27/2025 16:05:53,0.01047501,BNB,6.91,USD,0.000021,BNB,buy
01/27/2025 16:03:56,,,,,0.00015497,BNB,
01/27/2025 16:02:32,,,,,0.00015497,BNB,
01/27/2025 16:01:50,,,0.00436082,BNB,0.00071314,BNB,transfer
01/27/2025 16:01:50,0.00003737,BNB,0.02,USD,,,buy
01/27/2025 16:01:26,,,,,0.00015497,BNB,
01/21/2025 14:32:51,,,0.00425294,BNB,0.00073764,BNB,transfer
01/21/2025 14:32:51,0.0000327,BNB,0.02,USD,,,buy
01/21/2025 14:31:33,,,,,0.00013805,BNB,
01/11/2025 16:22:29,,,,,0.00042173,BNB,
01/11/2025 16:22:14,,,,,0.00014201,BNB,
11/01/2024 23:14:21,,,,,0.0006165,BNB,
11/01/2024 23:13:45,,,,,0.00058187,BNB,
11/01/2024 23:13:03,,,,,0.00013862,BNB,
11/01/2024 23:12:36,,,,,0.00061644,BNB,
11/01/2024 23:12:00,,,,,0.00058809,BNB,
11/01/2024 23:11:36,,,,,0.00013862,BNB,
11/01/2024 23:11:06,,,,,0.0006165,BNB,
11/01/2024 23:10:39,,,,,0.00058049,BNB,
11/01/2024 23:10:09,,,,,0.00013858,BNB,
11/01/2024 23:09:42,,,,,0.0006165,BNB,
11/01/2024 23:09:09,,,,,0.00058187,BNB,
11/01/2024 23:08:42,,,,,0.00013862,BNB,
11/01/2024 23:08:12,,,,,0.00062845,BNB,
11/01/2024 23:07:06,,,,,0.00050916,BNB,
11/01/2024 23:06:33,,,,,0.00013862,BNB,
09/21/2024 22:06:43,,,,,0.00087169,BNB,
09/21/2024 22:06:07,,,,,0.00015497,BNB,
09/21/2024 22:04:25,,,,,0.00077591,BNB,
